% Learning Challenge  -  Dataset ARFF-Export
% ==========================================
%
% Dataset: Spirals
% Subset:  training
%
%
% Dataset Characteristics
% -----------------------
% dimensions:                  2
% number of training points:   600
% number of test points:       600
% number of validation points: 800
% number of classes:           2

@RELATION "Spirals--training"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC

@ATTRIBUTE class { 0,1 }

@DATA
5.9676,1.7205,1
-2.4023,-7.6478,1
-5.9362,-6.0703,1
1.1602,-7.6035,1
4.5665,10.638,1
-2.701,-7.5271,1
1.7156,-7.3594,1
3.5483,-6.3831,1
5.3723,2.4462,1
-0.91868,4.4151,1
6.4643,-1.08,1
-5.2128,-6.4528,1
-9.2943,1.5436,1
-5.0191,-6.5864,1
5.4504,2.529,1
-2.0146,10.734,1
-8.3237,5.3843,1
-7.74,-4.2782,1
-7.1651,7.3631,1
-5.5471,9.0175,1
5.6223,-4.1865,1
-6.0436,-5.897,1
6.3808,-0.71585,1
5.6245,2.044,1
-4.8402,9.494,1
-2.076,3.4994,1
2.0564,-7.1757,1
-8.9507,3.5922,1
6.1376,0.8633,1
-4.5418,-7.0589,1
-2.8251,-7.6247,1
-5.3384,9.0965,1
-1.7352,3.9319,1
-6.217,8.1913,1
-8.7559,4.4633,1
1.6907,-7.3215,1
5.6568,10.047,1
-9.4034,2.0555,1
0.70614,-7.6353,1
0.4918,4.9257,1
-7.7084,6.5629,1
-6.7666,7.5587,1
4.6247,10.547,1
-8.3839,-2.9848,1
-0.89348,-7.8969,1
-8.4977,5.1583,1
4.2809,10.679,1
-9.4134,0.77749,1
0.38615,11.132,1
6.0283,1.6653,1
-9.3196,-0.024985,1
1.7897,-7.2803,1
4.8399,3.3846,1
-7.3493,7.0224,1
-0.28248,11.019,1
-6.9998,7.5086,1
-0.72649,11.026,1
-0.92867,4.5617,1
5.7525,10.109,1
4.6864,-5.4576,1
-8.6642,-2.3497,1
-6.0627,-5.9301,1
-1.5673,-7.8609,1
6.3665,-0.91008,1
-4.7428,-6.8772,1
0.38666,-7.6964,1
5.8706,-3.743,1
-9.4469,1.2035,1
5.3659,2.4301,1
0.83347,11.175,1
5.7603,2.0609,1
-9.4173,1.8658,1
-5.1692,9.1351,1
-6.2523,8.2411,1
-5.5407,8.9135,1
5.5854,10.239,1
-8.0092,-3.749,1
6.2637,-2.6758,1
-3.0102,10.323,1
-9.3615,0.23705,1
5.2115,2.6965,1
-0.062892,4.8352,1
-3.1058,0.81406,1
-2.0147,-1.2175,1
4.1154,10.724,1
-3.1926,-7.4015,1
-0.95495,-1.8022,1
-6.2304,-5.7505,1
-6.0283,-6.0384,1
3.6013,-6.4984,1
-9.2745,-0.43027,1
2.7115,4.7312,1
-3.075,1.5954,1
6.096,1.135,1
-2.6797,-7.5077,1
-2.9909,2.0682,1
-6.0837,-6.0109,1
2.8191,10.971,1
4.3394,-5.8846,1
-7.2457,7.0969,1
-0.97173,10.831,1
-1.1579,10.902,1
-9.2288,-0.96316,1
-9.1679,2.9647,1
6.4201,-1.0079,1
-2.1757,3.5135,1
-8.731,-2.3099,1
5.5915,2.3204,1
-2.7641,2.5609,1
-7.1029,-5.0727,1
-1.6888,3.9616,1
-7.9428,-3.7217,1
4.8391,10.473,1
-9.0913,-0.94269,1
-0.66418,10.981,1
5.5569,-4.1569,1
3.28,4.4119,1
5.3544,2.5787,1
-8.7755,4.4237,1
-7.25,7.3558,1
-6.6044,-5.3579,1
-0.81711,11.015,1
-8.2118,-3.3247,1
-8.3951,-3.1783,1
5.353,2.6716,1
-9.1663,2.8309,1
-9.1006,3.4589,1
0.36689,11.162,1
4.6255,10.525,1
-0.99707,11.012,1
-2.5764,-7.6436,1
1.1501,11.16,1
-5.5535,-6.4743,1
-8.5829,5.1241,1
-9.1647,2.5225,1
6.2915,-2.1554,1
-6.5407,7.9645,1
-1.4493,10.771,1
-6.1109,-5.8112,1
-2.5231,-7.6648,1
2.3517,4.8256,1
4.9281,10.494,1
-8.9518,4.1781,1
-7.5637,-4.532,1
-9.1118,-1.2125,1
-0.8956,10.994,1
4.7434,10.48,1
6.4469,-0.27098,1
0.97352,11.175,1
-8.1174,6.0034,1
-6.006,-6.1458,1
0.71812,11.098,1
-3.5356,-7.2707,1
-7.9202,6.0844,1
-9.2762,0.73912,1
6.5006,-0.088991,1
2.2798,11.035,1
-9.0512,-1.4448,1
-1.3061,4.214,1
5.6074,10.124,1
0.81358,11.092,1
2.7534,4.672,1
-7.9529,-4.0021,1
0.83391,11.058,1
3.5485,4.2314,1
-2.7988,-0.55856,1
2.9824,-6.8714,1
-7.2896,7.0411,1
0.77022,11.161,1
-3.447,-7.4758,1
5.4775,10.268,1
0.77182,-7.7421,1
-0.80662,11.026,1
-0.044612,11.019,1
1.0219,11.067,1
-3.1078,1.0052,1
-8.476,-2.8689,1
-6.5302,7.9667,1
-4.4172,9.6388,1
0.10641,11.064,1
0.95121,4.9281,1
-8.7386,-2.3884,1
-2.7685,2.6885,1
6.4057,-1.245,1
-1.3482,4.0817,1
-3.4748,10.124,1
-9.3051,2.0319,1
0.14832,4.7483,1
-4.1911,-7.2344,1
-4.9696,9.3464,1
5.0255,2.8695,1
-1.6556,10.714,1
-1.9184,10.75,1
4.3443,-5.8414,1
-6.8049,7.7158,1
1.3288,-7.5856,1
1.0725,4.8613,1
-8.518,-2.7152,1
-9.2235,2.9461,1
-7.3529,-4.6357,1
-9.004,3.6968,1
-5.6043,8.8955,1
-9.4602,0.95054,1
6.3437,-1.7503,1
-1.3,-7.8626,1
3.5185,-6.4602,1
5.9899,1.272,1
-5.2864,8.9287,1
-3.0298,0.052124,1
1.5411,11.1,1
-2.8931,2.3356,1
-8.9066,-1.6706,1
-5.3463,9.02,1
-9.1716,-0.41026,1
1.1516,-7.4571,1
6.3168,-0.11979,1
-1.5346,10.805,1
-8.1761,-3.4296,1
-0.55473,-1.7379,1
6.148,0.75489,1
-3.8128,9.9275,1
0.76741,-7.704,1
4.5478,-5.4196,1
-9.3698,2.243,1
-2.9587,10.481,1
-8.4918,5.082,1
-7.2274,7.0579,1
-9.1071,-0.88615,1
-4.5778,-6.8298,1
-5.9778,-6.0759,1
-0.2486,11.026,1
-8.0513,5.928,1
-9.1151,-0.81094,1
-5.3114,8.9848,1
5.5029,-4.1392,1
-0.3139,4.634,1
-1.3267,4.2546,1
5.7914,2.049,1
-3.0452,0.21815,1
1.3363,11.143,1
6.4752,-1.6063,1
-6.194,-5.8173,1
5.2755,-4.8042,1
-7.8881,6.1782,1
-4.2122,-7.1031,1
